№,Фраза,"Показы (broad, снимок 30 дн)",Форм слито,Тип,Пиллар,Интент,Класс,Пол,Предмет,Гео,Сезон,Asset,Флаг,Сиды
1914,кем можно пойти работать после 9 класса,367,1,top,C,info,9,—,—,—,июнь-июль,main,,b06_kem_pojti_rabotat
1915,вузы куда можно поступить с географией,367,1,top,C,info,—,—,география,—,июнь-июль,main,,c16_s_geografiej
1916,кем можно стать работать,366,1,top,B,info,—,—,—,—,март-апр,main,,b03_kem_mozhno_stat
1917,профессия после 11 класса для мальчиков,366,1,top,C,info,11,m,—,—,июнь-июль,main,,c04_professii_posle_11
1918,профориентация для 9 класса выбор профессии,366,2,top,0,info,9,—,—,—,сент-окт,main,,p05_prof_9_klass
1919,куда поступить в брянске после 11 класса,365,1,top,C,info,11,—,—,брянск,июнь-июль,aggregator,,c02_kuda_postupat_posle_11
1920,профессии после 11 класса вузы,365,1,top,C,info,11,—,—,—,июнь-июль,main,,c04_professii_posle_11
1921,гуманитарные профессии после 9 класса,364,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1922,куда нужно поступать после 11 класса,363,1,top,C,info,11,—,—,—,июнь-июль,main,,c02_kuda_postupat_posle_11
1923,профессия повар после 9 класса колледж,363,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1924,тест на профессию вопросы,363,1,top,D,info,—,—,—,—,сент-окт,main,,d05_test_na_professiyu
1925,куда можно поступить с предметом химия,361,1,top,C,info,—,—,химия,—,июнь-июль,main,,c14_s_himiej
1926,как понять как выбрать профессию,360,1,top,B,info,—,—,—,—,март-апр,main,,b02_kak_vybrat_professiyu
1927,куда поступить с экзаменом география,360,1,top,C,info,—,—,география,—,июнь-июль,main,,c16_s_geografiej
1928,куда поступить после 11 класса в ярославле,359,1,top,C,info,11,—,—,ярославл,июнь-июль,aggregator,,c02_kuda_postupat_posle_11
1929,куда поступать на программиста после 11 класса,359,1,top,C,info,11,—,—,—,июнь-июль,main,,c02_kuda_postupat_posle_11
1930,профессии после 9 класса колледжи для мальчиков,359,1,top,C,info,9,m,—,—,июнь-июль,main,,c03_professii_posle_9
1931,куда поступать с географией москва,359,1,top,C,info,—,—,география,москв,июнь-июль,aggregator,,c16_s_geografiej
1932,профессия логист после 9 класса,358,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1933,определить какую профессию выбрать,357,1,top,B,info,—,—,—,—,март-апр,main,,b01_kakuyu_professiyu_vybrat
1934,куда поступить после 9 класса в бийске,357,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1935,профессии после 9 класса бийск,357,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1936,тест кто ты из хср,357,1,assoc,D,info,—,—,—,—,сент-окт,main,,d03_test_online
1937,онлайн тест какая профессия мне подходит,356,1,top,D,commercial,—,—,—,—,сент-окт,main,,b05_kakaya_professiya_podhodit
1938,тест голланда пройти,356,1,top,D,commercial,—,—,—,—,сент-окт,main,,d07_test_gollanda
1939,куда можно поступить после 9 го класса,355,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1940,профориентация для подростков в москве,353,1,top,0,info,—,—,—,москв,сент-окт,aggregator,,p02_prof_dlya_podrostkov
1941,на кого можно пойти учиться профессии,351,1,top,B,info,—,—,—,—,март-апр,main,,b04_na_kogo_pojti_uchitsya
1942,колледжи спб после 9 класса профессии,351,1,top,C,info,9,—,—,спб,июнь-июль,aggregator,,c03_professii_posle_9
1943,колледжи краснодара после 9 класса профессии,351,1,top,C,info,9,—,—,краснодар,июнь-июль,aggregator,,c03_professii_posle_9
1944,профессии после 11 класса для парней,351,1,top,C,info,11,m,—,—,июнь-июль,main,,c04_professii_posle_11
1945,тест на профориентацию бесплатно онлайн для школьников,351,5,top,D,commercial,—,—,—,—,сент-окт,main,,d01_test_na_proforientaciyu;d02_test_besplatno;d03_test_online;p03_prof_dlya_shkolnikov;p04_prof_online
1946,куда поступить после 9 класса казань девушке,350,2,top,C,info,9,f,—,казан,июнь-июль,aggregator,,c01_kuda_postupat_posle_9;c08_kuda_postupat_devushke
1947,куда можно поступить с информатикой и профилем,350,1,top,C,info,—,—,информатика,—,июнь-июль,main,,c13_s_informatikoj
1948,тест на будущую профессию для подростков,350,1,top,D,info,—,—,—,—,сент-окт,main,,d05_test_na_professiyu
1949,куда поступать после 9 класса с химией,349,2,top,C,info,9,—,химия,—,июнь-июль,main,,c01_kuda_postupat_posle_9;c14_s_himiej
1950,куда поступить после 9 класса на парикмахера,349,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1951,профессии после 9 класса в воронеже,347,1,top,C,info,9,—,—,воронеж,июнь-июль,aggregator,,c03_professii_posle_9
1952,куда можно поступить с физикой и информатикой,347,2,top,C,info,—,—,информатика,—,июнь-июль,main,,c13_s_informatikoj;c15_s_fizikoj
1953,куда идти поступать после 9 класса,346,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1954,куда поступить в томске после 11 класса,346,1,top,C,info,11,—,—,томск,июнь-июль,aggregator,,c02_kuda_postupat_posle_11
1955,политех профессии после 9 класса,346,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1956,как выбрать профессию после 11,345,1,top,C,info,11,—,—,—,июнь-июль,main,,b02_kak_vybrat_professiyu
1957,тест голланда онлайн,345,1,top,D,commercial,—,—,—,—,сент-окт,main,,d07_test_gollanda
1958,профессии после 9 класса томск,344,1,top,C,info,9,—,—,томск,июнь-июль,aggregator,,c03_professii_posle_9
1959,педагогический профессии после 9 класса,343,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1960,самая высокооплачиваемая профессия после 11,343,1,top,C,info,11,—,—,—,июнь-июль,main,,e03_vysokooplachivaemye
1961,куда поступить на бухгалтера после 9 класса,342,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1962,кем можно стать после 11,341,1,top,C,info,11,—,—,—,июнь-июль,main,,b03_kem_mozhno_stat
1963,куда поступить после 9 класса волжский,341,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1964,профессия геодезист после 9 класса,339,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1965,куда можно поступить после 11 класса специальности,338,1,top,C,info,11,—,—,—,июнь-июль,main,,c02_kuda_postupat_posle_11
1966,список высокооплачиваемых профессий после 9 класса,338,1,top,C,info,9,—,—,—,июнь-июль,main,,c03_professii_posle_9
1967,куда поступить в мед после 9 класса,337,1,top,C,info,9,—,—,—,июнь-июль,main,,c01_kuda_postupat_posle_9
1968,тест климова на профориентацию пройти онлайн,337,6,top,D,commercial,—,—,—,—,сент-окт,main,,d01_test_na_proforientaciyu;d03_test_online;d04_projti_test;d08_test_klimova;p04_prof_online;p06_projti_proforientaciyu
